Season,Name,Club,Position,Position Selected,Age,Inf,Type,Nat,Transfer Value (Low),Transfer Value (High),Salary,Begins,Expires,Transfer Fees Received,Ability,Potential,Apps (Total),Apps (Sub Apps),Starts,Gls,Ast,Av Rat,Yel,Red,PoM,Agreed Playing Time,Home Grown Status,Personality,Det,Injury,Injury Risk,Int Apps (Total),Int Apps (Sub Apps),Injury Susceptibility,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Natural Fitness,Off The Ball,One on Ones,Pace,Passing,Penalty Taking,Positioning,Punching (Tendency),Reflexes,Rushing Out (Tendency),Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Hdrs A,Aer A/90,Asts/90,Blk,Blk/90,Ch C/90,CCC,Clear,Clr/90,Conv %,Cr C/A,Cr A,Crs A/90,Cr C,Cr C/90,Distance,Dist/90,Drb,Drb/90,xG/shot,xGP,xGP/90,xSv %,FK Shots,Goals Outside Box,Hdrs L/90,Hdrs,Hdrs W/90,Hdr %,Sprints/90,Itc,Int/90,K Hdrs/90,K Pas,K Ps/90,K Tck,K Tck/90,Gl Mst,Off,OP-Cr %,OP-Crs A,OP-Crs A/90,OP-Crs C,OP-Crs C/90,OP-KP,OP-KP/90,Pas %,Pas A,Ps A/90,Ps C,Ps C/90,Poss Lost/90,Poss Won/90,Pres A,Pres A/90,Pres C,Pres C/90,Pr Passes,Pr passes/90,Sv %,Svh,Svp,Svt,Shots,Shts Blckd,Shts Blckd/90,Shots Outside Box/90,ShT,ShT/90,Shot %,Shot/90,Tck R,Tck A,Tck C,Tck/90,Mins/Gl,Cln/90,xA,xA/90,xG-OP,xG/90,FA,Fls,Gwin,D,Lost,G. Mis,Won,Conc,All/90,Gls/90,Int Ast,Int Av Rat,Int Conc,Last 5 FT Games,Last 5 Games,LMR,Mins,Mins/Gm,Last C,Last Gl,NP-xG,NP-xG/90,Pens,Pens Faced,Pens Saved,Pens Saved Ratio,Pens S,Pen/R,Pts/Gm,Shutouts,Tgls,Tall,Tcon/90,Tgls/90,Saves/90,xG,AT Apps,AT Lge Apps,AT Gls,AT Lge Gls
2025-2026,André Gomes,Benfica,GK,,21.0,,Full Contract,POR,550000.0,1500000.0,195000.0,2/3/2023,6/30/2028,0.0,,,,,,,,,,,,Breakthrough Prospect,Trained at club (15-21),Fairly Professional,14.0,,Normal,,,Below Average,11.0,12.0,9.0,14.0,12.0,12.0,10.0,11.0,11.0,10.0,10.0,3.0,3.0,11.0,2.0,12.0,2.0,11.0,9.0,4.0,11.0,6.0,12.0,13.0,7.0,1.0,1.0,3.0,14.0,8.0,12.0,12.0,12.0,3.0,10.0,10.0,13.0,14.0,14.0,12.0,1.0,11.0,11.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,13.0,2.0,
2025-2026,José Melro,VTSC,"AM (R), ST (C)",,21.0,Lst,Full Contract,POR,2600000.0,2600000.0,248000.0,3/24/2024,6/30/2028,275000.0,,,27.0,15.0,12.0,6.0,1.0,6.77,1.0,0.0,0.0,Out On Loan,Trained in nation (15-21),Fairly Professional,14.0,,,,,Below Average,14.0,3.0,11.0,13.0,15.0,13.0,12.0,3.0,1.0,15.0,12.0,9.0,12.0,13.0,12.0,2.0,15.0,13.0,14.0,7.0,3.0,10.0,12.0,2.0,7.0,13.0,5.0,6.0,12.0,14.0,1.0,13.0,9.0,12.0,7.0,3.0,1.0,3.0,12.0,12.0,6.0,12.0,13.0,2.0,12.0,12.0,89.0,6.68,0.08,1.0,0.08,0.45,6.0,4.0,0.3,16.0,16.0,13.0,0.98,2.0,0.15,103.9,7.8,12.0,0.9,0.14,,,,0.0,0.0,4.73,26.0,1.95,29.0,6.68,14.0,1.05,0.08,11.0,0.83,0.0,0.0,0.0,20.0,15.0,12.0,0.9,2.0,0.15,11.0,0.83,88.0,348.0,26.12,306.0,22.97,6.98,3.9,113.0,8.48,24.0,1.8,21.0,1.58,,,,,37.0,0.0,0.0,0.68,15.0,1.13,41.0,2.78,79.0,24.0,19.0,1.43,199.83,,1.46,0.11,0.69,0.4,14.0,23.0,37.0,8.0,9.0,,10.0,,,0.45,,,,,,,1199.0,44.41,,159.0,5.31,0.4,0.0,,,,0.0,,1.41,,14.0,,1.28,1.05,,5.31,97.0,93.0,41.0,39.0
2025-2026,Hugo Félix,Benfica,"M (C), AM (RLC)",S9,22.0,Lst,Full Contract,POR,3400000.0,3400000.0,231000.0,7/1/2023,6/30/2027,625000.0,,,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,Breakthrough Prospect,Trained at club (15-21),Light-Hearted,13.0,,Increased,,,Below Average,12.0,3.0,7.0,12.0,10.0,14.0,8.0,1.0,1.0,13.0,11.0,14.0,15.0,14.0,14.0,2.0,11.0,14.0,17.0,16.0,2.0,6.0,6.0,2.0,8.0,13.0,5.0,8.0,14.0,13.0,2.0,12.0,14.0,15.0,9.0,3.0,1.0,1.0,11.0,8.0,6.0,9.0,16.0,2.0,15.0,10.0,2.0,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,1.2,,0.0,,0.06,,,,2.0,0.0,,0.0,,0.0,,0.0,,,1.0,,0.0,,0.0,0.0,,0.0,,0.0,,1.0,,83.0,6.0,,5.0,,,,1.0,,0.0,,0.0,,,,,,2.0,0.0,,,1.0,,50.0,,,0.0,,,,,0.03,,-0.11,,0.0,0.0,100.0,0.0,0.0,1.0,1.0,,,,,,,,,,11.0,11.0,,,0.11,,0.0,,,,0.0,,,,1.0,,,,,0.11,78.0,76.0,3.0,3.0
2025-2026,Pedro Santos,MRT,"M (C), AM (RLC)",,23.0,Wnt,Full Contract,POR,75000.0,75000.0,195000.0,7/21/2022,6/30/2026,0.0,,,36.0,0.0,36.0,11.0,2.0,6.94,1.0,0.0,2.0,Out On Loan,Trained at club (15-21),Resolute,15.0,,,,,Below Average,12.0,1.0,8.0,13.0,12.0,11.0,7.0,2.0,3.0,13.0,12.0,12.0,12.0,13.0,13.0,1.0,11.0,13.0,15.0,13.0,2.0,6.0,5.0,2.0,7.0,11.0,5.0,7.0,14.0,11.0,2.0,12.0,14.0,12.0,9.0,2.0,4.0,3.0,9.0,8.0,7.0,9.0,16.0,2.0,14.0,10.0,140.0,4.94,0.07,3.0,0.11,0.35,10.0,21.0,0.74,20.0,16.0,113.0,3.99,17.0,0.6,237.4,8.4,42.0,1.48,0.12,,,,0.0,1.0,4.3,18.0,0.64,13.0,11.54,44.0,1.55,0.04,58.0,2.05,0.0,0.0,0.0,6.0,15.0,18.0,0.64,3.0,0.11,34.0,1.2,88.0,927.0,32.7,815.0,28.75,13.97,10.73,273.0,9.63,66.0,2.33,54.0,1.91,,,,,55.0,0.0,0.0,0.46,21.0,0.74,38.0,1.94,70.0,46.0,32.0,1.13,231.91,,4.34,0.15,4.24,0.24,30.0,10.0,42.0,15.0,6.0,,15.0,,,0.39,,,,,,,2551.0,70.86,,354.0,6.76,0.24,0.0,,,,0.0,,1.67,,36.0,,0.88,1.27,,6.76,126.0,123.0,27.0,26.0
2025-2026,Martim Neto,Santa Clara,M (C),,23.0,,Full Contract,POR,2200000.0,3000000.0,306000.0,7/4/2023,6/30/2028,74000.0,,,18.0,1.0,17.0,3.0,2.0,6.83,1.0,0.0,1.0,Out On Loan,Trained at club (15-21),Resolute,15.0,,,,,Average,13.0,2.0,11.0,12.0,12.0,15.0,12.0,3.0,1.0,13.0,12.0,11.0,10.0,12.0,12.0,3.0,10.0,13.0,13.0,7.0,3.0,11.0,13.0,1.0,9.0,11.0,4.0,10.0,13.0,13.0,1.0,14.0,13.0,10.0,9.0,1.0,1.0,3.0,13.0,14.0,10.0,13.0,13.0,3.0,14.0,13.0,99.0,5.77,0.12,6.0,0.35,0.52,9.0,10.0,0.58,15.0,25.0,13.0,0.76,3.0,0.17,136.2,7.9,15.0,0.87,0.14,,,,0.0,0.0,3.09,46.0,2.68,46.0,8.75,34.0,1.98,0.41,19.0,1.11,0.0,0.0,0.0,2.0,23.0,8.0,0.47,2.0,0.12,19.0,1.11,88.0,900.0,52.5,788.0,45.96,10.44,8.63,205.0,11.96,51.0,2.97,65.0,3.79,,,,,20.0,4.0,0.23,0.7,8.0,0.47,40.0,1.17,70.0,27.0,19.0,1.11,514.33,,2.11,0.12,0.27,0.16,16.0,10.0,6.0,7.0,10.0,,1.0,,,0.17,,,,,,,1543.0,85.72,,20.0,1.94,0.11,1.0,,,,1.0,100.0,0.56,,16.0,,1.92,0.93,,2.73,123.0,123.0,19.0,19.0
2025-2026,Samuel Soares,Benfica,GK,,23.0,Wnt,Full Contract,POR,3400000.0,7800000.0,279000.0,10/6/2022,6/30/2027,0.0,,,20.0,1.0,19.0,0.0,0.0,7.13,0.0,0.0,0.0,Breakthrough Prospect,Trained at club (15-21),Fairly Determined,16.0,,Increased,,,Below Average,12.0,15.0,11.0,13.0,12.0,13.0,12.0,9.0,11.0,13.0,8.0,1.0,3.0,10.0,1.0,15.0,2.0,10.0,11.0,1.0,12.0,6.0,15.0,17.0,6.0,1.0,3.0,1.0,16.0,8.0,14.0,12.0,13.0,3.0,11.0,10.0,14.0,15.0,12.0,14.0,2.0,12.0,11.0,12.0,14.0,13.0,,,,,,,0.0,,1.37,,,,,,,79.2,4.0,0.0,,0.0,1.5,0.08,89.0,,,,,,,0.0,2.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,95.0,442.0,22.5,420.0,21.38,1.37,5.55,0.0,0.0,0.0,0.0,6.0,0.31,84.0,17.0,14.0,7.0,0.0,,,,,,,,,0.0,,,,0.66,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,1.0,21.0,18.0,9.0,0.46,,,,,,,,1768.0,88.4,254.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,2.75,13.0,45.0,9.0,0.46,2.29,1.0,0.0,69.0,49.0,,
2025-2026,David Jurásek,Luton,D/WB (L),,25.0,Int,Full Contract,CZE,9000000.0,9000000.0,1198000.0,7/10/2023,6/30/2028,16250000.0,,,20.0,0.0,20.0,0.0,4.0,7.1,4.0,0.0,3.0,Out On Loan,,Fairly Professional,14.0,,,13.0,0.0,Very High,15.0,3.0,14.0,13.0,13.0,14.0,11.0,3.0,2.0,11.0,13.0,8.0,15.0,8.0,11.0,1.0,10.0,13.0,13.0,7.0,2.0,10.0,14.0,1.0,2.0,8.0,5.0,11.0,12.0,10.0,1.0,14.0,12.0,9.0,12.0,2.0,1.0,2.0,14.0,15.0,13.0,13.0,12.0,3.0,12.0,14.0,122.0,6.15,0.2,13.0,0.66,0.25,5.0,18.0,0.91,,14.0,50.0,2.52,7.0,0.35,165.8,8.4,30.0,1.51,0.15,,,,0.0,0.0,2.02,82.0,4.14,67.0,16.6,39.0,1.97,0.76,23.0,1.16,3.0,0.15,0.0,4.0,14.0,50.0,2.52,7.0,0.35,23.0,1.16,86.0,921.0,46.46,794.0,40.06,13.47,15.34,175.0,8.83,54.0,2.72,109.0,5.5,,,,,5.0,10.0,0.5,0.1,1.0,0.05,20.0,0.25,82.0,78.0,64.0,3.23,,,2.44,0.12,-0.74,0.04,16.0,29.0,45.0,5.0,6.0,,9.0,,,,0.0,7.05,,,,,1784.0,89.2,,,0.74,0.04,0.0,,,,0.0,,1.6,,30.0,,1.11,1.51,,0.74,161.0,160.0,10.0,10.0
2025-2026,Ladislav Krejčí,Benfica,"D (C), DM",S2,27.0,Int,Full Contract,CZE,16500000.0,18000000.0,2522000.0,7/1/2025,6/30/2030,425000.0,,,31.0,10.0,21.0,1.0,3.0,7.03,3.0,0.0,1.0,Regular Starter,,Fairly Determined,16.0,,Increased,4.0,0.0,Average,13.0,1.0,13.0,13.0,13.0,15.0,16.0,1.0,1.0,14.0,14.0,7.0,7.0,13.0,12.0,3.0,11.0,12.0,11.0,9.0,1.0,14.0,15.0,1.0,16.0,12.0,7.0,14.0,13.0,8.0,2.0,13.0,14.0,12.0,10.0,3.0,2.0,2.0,15.0,15.0,14.0,12.0,12.0,2.0,10.0,17.0,108.0,5.25,0.15,6.0,0.29,0.39,8.0,11.0,0.53,4.0,33.0,9.0,0.44,3.0,0.15,168.7,8.2,22.0,1.07,0.1,,,,0.0,0.0,1.85,70.0,3.4,65.0,10.88,34.0,1.65,0.15,24.0,1.17,3.0,0.15,1.0,2.0,33.0,9.0,0.44,3.0,0.15,24.0,1.17,93.0,1498.0,72.76,1389.0,67.46,6.85,9.13,124.0,6.02,38.0,1.85,166.0,8.06,,,,,27.0,5.0,0.24,0.29,7.0,0.34,26.0,1.31,70.0,44.0,31.0,1.51,1853.0,,3.85,0.19,-1.62,0.13,8.0,27.0,90.0,2.0,1.0,,28.0,,,0.05,0.0,7.05,,,,6.9,1853.0,59.77,,474.0,2.62,0.13,0.0,,,,0.0,,2.77,,53.0,,0.63,2.57,,2.62,214.0,203.0,35.0,35.0
2025-2026,Braian Aguirre,Norwich,"D (RL), WB/M (R)",,25.0,Lst,Full Contract,ARG,17500000.0,17500000.0,1456000.0,8/28/2023,6/30/2028,9000000.0,,,32.0,9.0,23.0,1.0,3.0,6.71,2.0,0.0,0.0,Out On Loan,,Fairly Determined,16.0,,High,,,Below Average,13.0,2.0,8.0,13.0,13.0,10.0,14.0,2.0,1.0,14.0,13.0,9.0,12.0,12.0,12.0,2.0,11.0,14.0,5.0,11.0,2.0,8.0,8.0,1.0,11.0,11.0,11.0,13.0,13.0,13.0,1.0,13.0,10.0,10.0,13.0,1.0,3.0,3.0,15.0,11.0,13.0,13.0,13.0,2.0,12.0,14.0,132.0,5.48,0.12,4.0,0.17,0.25,6.0,16.0,0.66,11.0,14.0,54.0,2.24,8.0,0.33,186.2,7.7,25.0,1.04,0.14,,,,0.0,0.0,3.95,37.0,1.54,28.0,14.25,50.0,2.08,0.37,27.0,1.12,2.0,0.08,0.0,2.0,15.0,54.0,2.24,8.0,0.33,27.0,1.12,88.0,1073.0,44.56,942.0,39.12,14.37,8.64,260.0,10.8,64.0,2.66,110.0,4.57,,,,,9.0,16.0,0.66,0.12,3.0,0.12,33.0,0.37,76.0,72.0,55.0,2.28,2167.0,,2.71,0.11,-0.22,0.05,20.0,23.0,9.0,7.0,22.0,,3.0,,,0.04,,,,,,,2167.0,67.72,,657.0,1.22,0.05,0.0,,,,0.0,,0.5,,29.0,,1.91,1.2,,1.22,167.0,164.0,6.0,5.0
2025-2026,Benjamín Rollheiser,BRG,"AM (RLC), ST (C)",,26.0,,Full Contract,ARG,15000000.0,15000000.0,1376000.0,7/1/2024,6/30/2029,20500000.0,,,16.0,9.0,7.0,3.0,3.0,6.96,0.0,0.0,0.0,Out On Loan,,Fairly Ambitious,13.0,,,,,Above Average,14.0,3.0,13.0,15.0,12.0,10.0,6.0,2.0,1.0,14.0,13.0,13.0,13.0,13.0,16.0,3.0,13.0,14.0,16.0,13.0,1.0,7.0,8.0,2.0,12.0,14.0,10.0,7.0,9.0,14.0,1.0,13.0,14.0,11.0,12.0,2.0,3.0,3.0,13.0,8.0,7.0,13.0,15.0,3.0,14.0,14.0,32.0,3.78,0.35,3.0,0.35,0.71,6.0,6.0,0.71,17.0,14.0,55.0,6.5,11.0,1.3,74.6,8.8,26.0,3.07,0.23,,,,3.0,0.0,3.43,3.0,0.35,9.0,15.83,18.0,2.13,0.0,14.0,1.65,0.0,0.0,0.0,4.0,20.0,21.0,2.48,3.0,0.35,5.0,0.59,86.0,305.0,36.02,262.0,30.94,11.81,4.49,95.0,11.22,15.0,1.77,16.0,1.89,,,,,18.0,3.0,0.35,1.06,7.0,0.83,39.0,2.13,80.0,20.0,16.0,1.89,254.0,,1.98,0.23,-1.17,0.49,13.0,9.0,63.0,2.0,4.0,,10.0,,,0.35,,,,,,,762.0,47.62,,12.0,4.17,0.49,0.0,,,,0.0,,2.0,,18.0,,0.83,2.13,,4.17,149.0,148.0,16.0,16.0
2025-2026,Declan Trainor,Benfica,D (C),,16.0,Inj,Full Contract,SCO,250000.0,600000.0,5750.0,3/21/2026,6/30/2030,0.0,,,,,,,,,,,,Youngster,,Light-Hearted,13.0,Pulled ankle ligaments,Very High,,,Low,6.0,2.0,18.0,8.0,9.0,14.0,14.0,3.0,2.0,6.0,9.0,4.0,7.0,12.0,5.0,4.0,3.0,9.0,5.0,1.0,2.0,9.0,12.0,2.0,10.0,7.0,5.0,7.0,13.0,5.0,3.0,8.0,8.0,6.0,8.0,3.0,3.0,3.0,8.0,8.0,12.0,11.0,7.0,1.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-2026,Gerson Oliveira,Benfica,ST (C),,16.0,Yth,Full Contract,POR,22000.0,210000.0,5750.0,3/21/2026,6/30/2030,0.0,,,,,,,,,,,,Youngster,,Realist,15.0,,Very High,,,Above Average,14.0,2.0,6.0,11.0,7.0,11.0,6.0,2.0,3.0,10.0,5.0,3.0,8.0,7.0,7.0,1.0,8.0,10.0,14.0,5.0,2.0,5.0,7.0,2.0,11.0,6.0,1.0,2.0,5.0,10.0,3.0,11.0,10.0,7.0,4.0,2.0,2.0,1.0,10.0,4.0,3.0,6.0,14.0,1.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
2025-2026,Luc Bayiha,Benfica,"M (R), AM (RC)",,17.0,Yth,Full Contract,FRA,45000.0,95000.0,3600.0,5/2/2024,6/30/2028,0.0,,,,,,,,,,,,Youngster,Trained in nation (15-21),Unambitious,4.0,,High,,,Very High,15.0,2.0,16.0,15.0,6.0,9.0,4.0,3.0,3.0,7.0,2.0,3.0,9.0,5.0,10.0,2.0,4.0,10.0,10.0,3.0,3.0,3.0,5.0,3.0,7.0,5.0,5.0,4.0,12.0,7.0,1.0,13.0,6.0,3.0,1.0,4.0,3.0,1.0,10.0,5.0,2.0,7.0,10.0,1.0,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-2026,Evandro Luz,Benfica,AM (R),,19.0,Wnt,Full Contract,POR,22000.0,45000.0,3600.0,7/1/2022,6/30/2026,0.0,,,,,,,,,,,,Youngster,Trained at club (15-21),Balanced,7.0,,Increased,,,High,14.0,3.0,15.0,11.0,6.0,9.0,8.0,3.0,2.0,7.0,7.0,6.0,13.0,12.0,12.0,1.0,10.0,11.0,13.0,4.0,1.0,7.0,12.0,3.0,1.0,8.0,4.0,4.0,14.0,9.0,2.0,13.0,14.0,3.0,4.0,1.0,3.0,2.0,10.0,11.0,5.0,8.0,14.0,4.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,1.0,
2025-2026,Rui Silva,Benfica,D (C),,19.0,Loa,Full Contract,POR,40000.0,400000.0,3600.0,7/1/2022,6/30/2026,0.0,,,5.0,0.0,5.0,0.0,1.0,7.24,3.0,0.0,1.0,Breakthrough Prospect,Trained at club (15-21),Fairly Professional,13.0,,Low,,,Below Average,13.0,3.0,13.0,12.0,11.0,11.0,12.0,2.0,3.0,10.0,12.0,5.0,8.0,11.0,9.0,3.0,7.0,10.0,9.0,5.0,2.0,12.0,11.0,4.0,10.0,7.0,7.0,10.0,16.0,7.0,1.0,13.0,11.0,6.0,10.0,3.0,2.0,2.0,11.0,12.0,11.0,12.0,10.0,1.0,11.0,12.0,26.0,5.2,0.2,3.0,0.6,0.2,1.0,10.0,2.0,,,1.0,0.2,0.0,0.0,29.1,5.8,0.0,,0.06,,,,0.0,0.0,1.8,17.0,3.4,65.0,5.8,7.0,1.4,0.0,6.0,1.2,3.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.0,6.0,1.2,87.0,252.0,50.4,219.0,43.8,3.4,10.4,24.0,4.8,5.0,1.0,18.0,3.6,,,,,2.0,1.0,0.2,0.0,0.0,0.0,0.0,0.4,83.0,6.0,5.0,1.0,,,0.75,0.15,-0.11,0.02,1.0,7.0,20.0,2.0,2.0,1.0,1.0,,,,,,,,,,450.0,90.0,,,0.11,0.02,0.0,,,,0.0,,1.25,,4.0,,1.2,0.8,,0.11,42.0,32.0,1.0,1.0
2025-2026,Eduardo Fernandes,Benfica,AM (RL),,19.0,Wnt,Full Contract,POR,1000.0,45000.0,81000.0,3/24/2024,6/30/2026,0.0,,,,,,,,,,,,Future Prospect,Trained at club (15-21),Balanced,9.0,,Normal,,,Below Average,12.0,1.0,13.0,16.0,10.0,8.0,5.0,3.0,1.0,5.0,1.0,7.0,12.0,7.0,14.0,1.0,5.0,12.0,12.0,5.0,3.0,5.0,10.0,2.0,5.0,7.0,4.0,3.0,9.0,11.0,1.0,15.0,12.0,2.0,6.0,1.0,2.0,1.0,12.0,7.0,6.0,7.0,11.0,1.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,12.0,8.0,1.0
2025-2026,Arnas Voitinovičius,SLB B,GK,,19.0,,Full Contract,LTU,1500.0,475000.0,108000.0,6/5/2024,6/30/2027,0.0,,,34.0,0.0,34.0,0.0,0.0,6.77,0.0,0.0,0.0,Future Prospect,,Balanced,5.0,,Low,,,,9.0,12.0,11.0,12.0,10.0,13.0,9.0,11.0,11.0,11.0,11.0,3.0,3.0,11.0,1.0,12.0,3.0,8.0,11.0,4.0,12.0,4.0,13.0,11.0,8.0,1.0,1.0,1.0,16.0,6.0,10.0,10.0,11.0,1.0,10.0,13.0,11.0,12.0,10.0,11.0,3.0,10.0,9.0,13.0,11.0,11.0,,,,,,,0.0,,0.62,,,,,,,135.9,4.0,0.0,,0.0,-8.34,-0.25,82.0,,,,,,,0.0,7.0,0.21,0.0,0.0,,1.0,0.03,1.0,0.0,,,,,,0.0,0.0,96.0,972.0,28.59,929.0,27.32,1.35,6.41,0.0,0.0,0.0,0.0,6.0,0.18,70.0,44.0,34.0,22.0,0.0,,,,,,,,50.0,2.0,1.0,0.03,,0.12,0.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,11.0,,15.0,50.0,1.47,,,,,,,,3060.0,90.0,4.0,,0.0,0.0,0.0,2.0,1.0,50.0,0.0,,1.56,4.0,68.0,50.0,1.47,2.0,2.0,0.0,56.0,56.0,,
2025-2026,Francisco Couto,Benfica,"D/WB (R), AM (RL)",,19.0,Rst,Full Contract,POR,1100000.0,1700000.0,65500.0,5/19/2026,6/30/2029,0.0,,,,,,,,,,,,Youngster,Trained in nation (15-21),Resolute,15.0,,High,,,High,15.0,4.0,9.0,13.0,11.0,13.0,8.0,1.0,3.0,11.0,11.0,8.0,13.0,11.0,13.0,3.0,8.0,12.0,13.0,8.0,1.0,7.0,6.0,3.0,5.0,7.0,6.0,8.0,15.0,10.0,1.0,13.0,9.0,6.0,8.0,2.0,2.0,1.0,11.0,12.0,7.0,10.0,12.0,1.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.0,11.0,
2025-2026,João Pedro Gonçalves,Benfica,AM (RLC),,19.0,Wnt,Full Contract,POR,1000.0,110000.0,83500.0,2/18/2024,6/30/2026,0.0,,,5.0,0.0,5.0,1.0,0.0,7.38,0.0,0.0,0.0,Future Prospect,Trained at club (15-21),Fairly Professional,14.0,,Increased,,,Below Average,13.0,1.0,8.0,13.0,10.0,11.0,8.0,3.0,1.0,11.0,11.0,7.0,10.0,11.0,12.0,3.0,8.0,10.0,15.0,7.0,2.0,5.0,7.0,2.0,7.0,8.0,5.0,6.0,15.0,9.0,3.0,14.0,9.0,5.0,8.0,1.0,2.0,3.0,9.0,10.0,5.0,10.0,10.0,3.0,12.0,10.0,34.0,6.8,,0.0,,,0.0,2.0,0.4,9.0,11.0,17.0,3.4,2.0,0.4,30.0,6.0,18.0,3.6,0.09,,,,0.0,1.0,4.8,10.0,2.0,29.0,7.8,7.0,1.4,0.2,8.0,1.6,0.0,0.0,0.0,3.0,12.0,17.0,3.4,2.0,0.4,8.0,1.6,84.0,143.0,28.6,120.0,24.0,14.8,5.6,43.0,8.6,14.0,2.8,10.0,2.0,,,,,11.0,0.0,0.0,0.8,2.0,0.4,18.0,2.2,71.0,14.0,10.0,2.0,450.0,,1.04,0.21,0.06,0.19,9.0,7.0,60.0,2.0,0.0,11.0,3.0,,,0.2,,,,,,,450.0,90.0,,0.0,0.94,0.19,0.0,,,,0.0,,1.85,,7.0,,0.8,1.4,,0.94,38.0,32.0,4.0,2.0
2025-2026,Francisco Neto,Benfica,"M (C), AM (RLC)",,19.0,,Full Contract,POR,16000.0,30000.0,83500.0,9/13/2023,6/30/2026,0.0,,,,,,,,,,,,Future Prospect,Trained at club (15-21),Balanced,9.0,,Increased,,,Very High,13.0,2.0,9.0,13.0,8.0,11.0,7.0,3.0,1.0,11.0,10.0,6.0,9.0,11.0,14.0,2.0,10.0,12.0,12.0,4.0,3.0,4.0,6.0,3.0,5.0,7.0,3.0,2.0,12.0,9.0,1.0,13.0,11.0,9.0,5.0,1.0,3.0,1.0,9.0,7.0,3.0,9.0,11.0,3.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,12.0,8.0,2.0
