Name,Age,Inf,RF Matches,Position,Club,Ability,Potential,Transfer Value (Low),Transfer Value (High),Hdrs A,Tck/90,Tck C,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Apps (Total),Apps (Sub Apps),Yel,xG,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Starts,Shutouts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps (Total),Int Apps (Sub Apps),Gls/90,All/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Cln/90,Av Rat,Mins/Gl,Ast,Rec,Acc
- -,24,Wnt,,,,,,63000000.0,63000000.0,124.0,2.1,58.0,78.0,74.0,0.73,45.0,0.33,9.0,0.04,0.0,0.0,20.0,,,,,4.35,120.0,3.27,90.0,10.85,299.0,12.7,11.07,45.8,1262.0,51.1,1408.0,90.0,1.89,52.0,0.15,4.0,0.83,23.0,17.0,4.0,0.0,0.0,0.0,2.65,73.0,0.62,1.27,35.0,12.85,44.0,1.96,54.0,2.54,0.0,1.0,,,,0.16,0.44,12.0,8.1mi,222.2mi,0.83,23.0,5.04,139.0,17.0,5.0,0.73,20.0,15.0,0.54,0.4,11.0,0.33,4.5,29.0,0.0,5.0,3.22,,1.31,1.31,,36.0,29.0,,0.0,1.38,5.0,,0.0,,,,0.0,0.12,3.22,850.0,,85.52,2480.0,,,,,,,,0.04,,,1.0,12.0,,13.0,4.0,41.0,25.0,10.0,0.12,-2.22,0.34,9.26,,7.29,2480.0,9.0,- - -,11-13
- -,23,Loa,2 Focuses,,,,,57000000.0,67000000.0,6.0,3.39,11.0,14.0,79.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,4.62,15.0,2.77,9.0,12.02,39.0,5.55,18.49,37.91,123.0,43.46,141.0,87.0,1.54,5.0,0.62,2.0,5.24,17.0,11.0,1.0,0.0,0.0,0.0,1.54,5.0,0.31,1.23,4.0,15.1,0.0,0.0,0.0,1.85,0.0,0.0,,,,0.16,3.39,11.0,8.3mi,26.8mi,0.62,2.0,5.86,19.0,11.0,,0.31,1.0,1.0,0.31,0.62,2.0,0.31,1.85,11.0,10.0,0.0,0.32,,1.23,1.23,,4.0,1.0,,0.0,2.09,1.0,,0.0,,,,0.0,0.1,0.32,,,26.55,292.0,,,,6.9,0.0,2.0,2.0,,,,0.0,7.0,,2.0,2.0,64.0,3.0,8.0,0.1,-0.32,0.32,1.05,,7.04,,1.0,- - -,14.0
- -,22,,5 Focuses,,,,,119000000.0,139000000.0,144.0,1.18,24.0,30.0,80.0,3.87,54.0,2.11,43.0,1.37,0.0,0.0,79.0,,,,,0.54,11.0,1.66,34.0,6.81,139.0,2.45,13.71,18.71,382.0,22.13,452.0,85.0,0.54,11.0,0.2,4.0,0.73,15.0,27.0,14.0,0.0,0.0,0.0,0.54,11.0,0.05,0.54,11.0,7.54,47.0,3.28,67.0,3.77,1.0,0.0,,,,0.13,0.98,20.0,7.7mi,156.6mi,0.2,4.0,0.73,15.0,26.0,16.0,0.34,7.0,3.0,0.15,,0.0,0.05,7.05,35.0,18.0,2.0,10.11,,1.96,0.64,,40.0,17.0,,0.0,2.0,1.0,,0.0,,,,0.0,0.5,10.11,131.0,,52.51,1838.0,,,,6.66,0.0,5.0,3.0,0.64,,,13.0,22.0,,9.0,4.0,63.0,26.0,45.0,0.5,2.89,0.05,1.1,,6.95,141.38,1.0,- - -,15.0
- -,25,,,,,,,43000000.0,43000000.0,76.0,2.26,46.0,55.0,84.0,2.8,35.0,0.98,20.0,0.79,0.0,0.0,57.0,,,,,3.19,65.0,3.19,65.0,13.06,266.0,4.32,19.1,32.6,664.0,39.18,798.0,83.0,1.67,34.0,0.54,11.0,3.09,63.0,18.0,7.0,0.0,0.1,2.0,1.77,36.0,0.0,2.01,41.0,15.17,11.0,0.39,8.0,3.34,3.0,1.0,,,,0.16,4.12,84.0,8.0mi,162.9mi,0.64,13.0,3.58,73.0,17.0,11.0,0.54,11.0,10.0,0.49,0.1,2.0,0.15,3.73,42.0,25.0,0.0,8.87,,1.96,0.69,,40.0,17.0,,0.0,1.83,1.0,,0.0,,,,0.0,0.44,8.87,57.0,,43.64,1833.0,,,,,,,,0.29,,,6.0,22.0,,9.0,11.0,52.0,20.0,21.0,0.44,-2.87,0.17,3.54,,7.17,305.5,3.0,- - -,17.0
- -,24,,,,,,,28000000.0,36000000.0,57.0,1.6,28.0,45.0,62.0,1.43,44.0,0.63,11.0,0.4,0.06,1.0,25.0,,,,,4.17,73.0,2.63,46.0,12.21,214.0,8.96,10.39,43.03,754.0,48.4,848.0,89.0,1.03,18.0,0.06,1.0,0.8,14.0,7.0,4.0,0.0,0.11,2.0,1.14,20.0,0.11,1.77,31.0,11.3,49.0,1.6,28.0,1.66,0.0,1.0,,,,0.14,1.14,20.0,7.8mi,136.8mi,0.06,1.0,0.8,14.0,7.0,12.0,0.74,13.0,9.0,0.51,0.29,5.0,0.11,3.25,38.0,21.0,6.0,3.49,,1.2,1.08,,21.0,17.0,,0.0,1.47,0.0,,0.0,,,,0.0,0.2,3.49,944.0,,41.5,1577.0,,,,,,,,0.17,,,3.0,16.0,,14.0,8.0,42.0,17.0,25.0,0.2,-0.49,0.17,3.05,,6.77,525.67,2.0,- - -,13.0
- -,24,Wnt,,,,,,81000000.0,81000000.0,17.0,2.18,14.0,19.0,74.0,0.93,67.0,0.62,4.0,0.62,0.31,2.0,6.0,,,,,4.2,27.0,3.43,22.0,10.43,67.0,10.9,9.34,50.29,323.0,57.15,367.0,88.0,0.93,6.0,0.16,1.0,1.25,8.0,13.0,0.0,0.0,0.0,0.0,0.93,6.0,0.0,1.71,11.0,16.19,35.0,0.93,6.0,1.71,1.0,1.0,,,,0.08,1.56,10.0,8.6mi,55.4mi,0.16,1.0,1.25,8.0,12.0,,0.78,5.0,3.0,0.47,0.78,5.0,0.16,2.65,28.0,25.0,1.0,0.49,,2.34,0.93,,15.0,3.0,,0.0,1.89,0.0,,0.0,,,,0.0,0.08,0.49,,,20.64,578.0,,,,6.3,0.0,1.0,1.0,,,,0.0,16.0,,7.0,5.0,57.0,7.0,11.0,0.08,-0.49,0.18,1.15,,6.83,,1.0,- - -,14.0
- -,22,,,,,,,124000000.0,146000000.0,36.0,3.56,28.0,30.0,93.0,0.51,50.0,0.25,2.0,0.38,0.13,1.0,4.0,,,,,8.4,66.0,2.42,19.0,9.29,73.0,13.49,13.37,51.68,406.0,57.79,454.0,89.0,1.15,9.0,0.0,0.0,0.51,4.0,0.0,1.0,0.0,0.25,2.0,1.15,9.0,0.13,2.67,21.0,17.19,58.0,2.67,21.0,1.91,0.0,0.0,,,,0.06,2.8,22.0,8.3mi,64.9mi,0.0,0.0,0.51,4.0,,,1.53,12.0,3.0,0.38,0.89,7.0,0.13,4.58,14.0,8.0,0.0,0.25,,2.42,0.25,,19.0,6.0,,0.0,2.36,0.0,,0.0,,,,0.0,0.03,0.25,,,50.5,707.0,,,,,,,,,,,0.0,10.0,,1.0,3.0,71.0,2.0,5.0,0.03,-0.25,0.11,0.84,,7.17,,1.0,- - -,16.0
- -,22,,,,,,,137000000.0,162000000.0,28.0,0.72,4.0,6.0,67.0,0.36,50.0,0.18,1.0,0.18,0.36,2.0,2.0,,,,,3.8,21.0,0.9,5.0,3.43,19.0,13.37,2.89,58.01,321.0,62.53,346.0,93.0,0.54,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.18,1.0,0.54,3.0,0.54,2.53,14.0,5.06,61.0,3.07,17.0,1.99,0.0,0.0,,,,0.1,,0.0,7.2mi,39.9mi,0.0,0.0,0.0,0.0,,,0.54,3.0,0.0,,0.36,2.0,0.18,5.06,10.0,6.0,0.0,0.21,,1.27,1.27,,7.0,4.0,,0.0,1.5,0.0,,0.0,,,,0.0,0.04,0.21,,,49.8,498.0,,,,,,,,,,,0.0,4.0,,3.0,3.0,40.0,3.0,0.0,0.04,-0.21,0.01,0.04,,6.87,,1.0,- - -,15.0
- -,21,Int,,,,,,81000000.0,95000000.0,67.0,1.99,36.0,40.0,90.0,2.33,33.0,0.78,14.0,0.89,0.0,0.0,42.0,,,,,2.77,50.0,2.99,54.0,12.96,234.0,5.1,14.95,32.68,590.0,37.55,678.0,87.0,1.55,28.0,0.28,5.0,2.6,47.0,10.0,9.0,0.0,0.0,0.0,1.55,28.0,0.0,1.88,34.0,12.9,18.0,0.66,12.0,3.05,0.0,0.0,,,,0.09,3.21,58.0,7.9mi,143.5mi,0.28,5.0,2.71,49.0,10.0,10.0,0.83,15.0,11.0,0.61,0.06,1.0,0.11,3.71,38.0,22.0,1.0,3.6,,1.44,0.72,,26.0,16.0,,1.0,2.08,0.0,,0.0,,,,0.0,0.2,3.6,295.0,,42.76,1625.0,,,,7.32,2.0,8.0,2.0,0.22,,,4.0,24.0,,7.0,7.0,63.0,18.0,30.0,0.2,0.4,0.19,3.42,,6.98,406.25,2.0,- - -,15.0
- -,24,Int,,,,,,36000000.0,51000000.0,119.0,2.17,63.0,80.0,79.0,0.35,20.0,0.07,2.0,0.14,0.38,11.0,10.0,,,,,5.04,146.0,2.45,71.0,9.63,279.0,12.04,7.45,48.55,1407.0,55.46,1607.0,88.0,1.07,31.0,0.07,2.0,0.35,10.0,20.0,2.0,1.0,0.07,2.0,1.07,31.0,0.24,1.83,53.0,11.73,50.0,2.07,60.0,2.04,0.0,0.0,,,,0.06,0.69,20.0,8.3mi,240.7mi,0.07,2.0,0.35,10.0,20.0,,0.93,27.0,11.0,0.38,0.55,16.0,0.28,4.11,37.0,0.0,2.0,0.64,,1.31,1.59,,38.0,37.0,,0.0,1.14,2.0,,0.0,,,,0.0,0.02,0.64,,,70.49,2608.0,,,,6.67,0.0,8.0,0.0,,,,0.0,11.0,,17.0,9.0,30.0,35.0,15.0,0.02,-0.64,0.14,4.12,,6.83,,8.0,- - -,13.0
- -,25,,,,,,,134000000.0,159000000.0,277.0,1.14,52.0,77.0,68.0,0.31,43.0,0.13,6.0,0.13,0.57,26.0,14.0,,,,,5.59,255.0,1.58,72.0,4.98,227.0,16.41,4.1,61.9,2822.0,66.73,3042.0,93.0,0.46,21.0,0.15,7.0,0.33,15.0,21.0,2.0,1.0,0.15,7.0,0.48,22.0,0.68,2.15,98.0,9.19,71.0,4.32,197.0,1.75,0.0,0.0,,,,0.07,0.33,15.0,7.6mi,345.9mi,0.15,7.0,0.72,33.0,46.0,,0.72,33.0,8.0,0.18,0.42,19.0,0.07,6.08,52.0,4.0,9.0,1.02,,1.97,1.01,,90.0,48.0,,0.0,2.06,0.0,,0.0,,,,0.0,0.02,1.02,,,78.9,4103.0,,,,,,,,,,,0.0,33.0,,11.0,8.0,63.0,31.0,8.0,0.02,-1.02,0.05,2.18,,6.95,,3.0,- - -,12.0
- -,22,Ask,3 Focuses,,,,,89000000.0,107000000.0,198.0,2.95,135.0,170.0,79.0,0.28,23.0,0.07,3.0,0.15,0.31,14.0,13.0,,,,,7.78,356.0,2.93,134.0,9.59,439.0,12.02,15.38,50.65,2318.0,57.66,2639.0,88.0,1.07,49.0,0.28,13.0,2.1,96.0,14.0,6.0,0.0,0.24,11.0,1.07,49.0,0.39,2.71,124.0,16.96,70.0,3.04,139.0,1.29,0.0,0.0,,,,0.12,1.99,91.0,8.3mi,377.9mi,0.28,13.0,2.1,96.0,13.0,8.0,1.03,47.0,4.0,0.09,0.76,35.0,0.07,4.33,49.0,1.0,5.0,1.54,,1.53,1.01,,70.0,48.0,,0.0,1.76,4.0,,0.0,,,,0.0,0.03,1.54,3960.0,,84.06,4119.0,,,,,,,,0.02,,,1.0,25.0,,13.0,11.0,51.0,45.0,34.0,0.03,-0.54,0.08,3.76,,6.99,4119.0,3.0,- - -,16.0
- -,25,,,,,,,88000000.0,125000000.0,213.0,2.06,87.0,119.0,73.0,0.64,19.0,0.12,5.0,0.33,0.24,10.0,27.0,,,,,4.79,202.0,2.75,116.0,10.23,431.0,12.89,7.31,50.03,2108.0,55.42,2335.0,90.0,0.95,40.0,0.14,6.0,0.5,21.0,29.0,1.0,1.0,0.07,3.0,0.95,40.0,0.52,1.59,67.0,12.63,59.0,2.99,126.0,2.06,0.0,0.0,,,,0.08,1.0,42.0,8.5mi,356.2mi,0.14,6.0,0.5,21.0,28.0,,1.09,46.0,7.0,0.17,0.52,22.0,0.05,5.06,51.0,5.0,7.0,2.23,,1.42,1.16,,60.0,46.0,,1.0,1.33,0.0,,0.0,,,,0.0,0.05,2.23,,,74.35,3792.0,,,,,,,,,,,0.0,18.0,,19.0,14.0,35.0,59.0,21.0,0.05,-2.23,0.07,2.98,,6.83,,2.0,- - -,14.0
- -,24,,6 Focuses,,,,,63000000.0,92000000.0,131.0,1.15,23.0,29.0,79.0,0.85,29.0,0.25,5.0,0.2,0.2,4.0,17.0,,,,,5.17,103.0,1.1,22.0,3.81,76.0,13.7,5.22,61.39,1223.0,65.5,1305.0,94.0,0.2,4.0,0.0,0.0,0.15,3.0,0.0,1.0,0.0,0.15,3.0,0.2,4.0,0.85,2.16,43.0,6.78,77.0,5.07,101.0,1.51,0.0,0.0,,,,0.08,0.35,7.0,7.1mi,141.9mi,0.0,0.0,0.15,3.0,,6.0,0.85,17.0,3.0,0.15,0.3,6.0,,6.58,25.0,6.0,4.0,1.4,,1.41,1.05,,28.0,19.0,,0.0,1.4,0.0,,0.0,,,,0.0,0.07,1.4,1234.0,,71.72,1793.0,,,,,,,,0.05,,,1.0,10.0,,10.0,5.0,40.0,13.0,11.0,0.07,-0.4,0.03,0.66,,6.93,1793.0,0.0,- - -,15.0
- -,23,Wnt,Luis Ferrer (3/2/2025),,,,,52000000.0,63000000.0,16.0,2.1,63.0,74.0,85.0,0.6,22.0,0.13,4.0,0.07,0.03,1.0,18.0,,,,,0.9,27.0,0.37,11.0,1.5,45.0,2.4,0.53,20.3,608.0,26.24,786.0,77.0,0.17,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.17,5.0,0.0,0.23,7.0,2.17,56.0,0.3,9.0,0.23,0.0,0.0,,,,0.12,0.17,5.0,1.4mi,42.9mi,0.0,0.0,0.0,0.0,,6.0,0.1,3.0,2.0,0.07,0.17,5.0,0.17,0.53,30.0,0.0,1.0,2.24,,0.13,0.27,,4.0,30.0,,2.0,0.97,0.0,,0.0,,,,0.0,0.07,2.24,0.0,,89.87,2696.0,,,,,,,,0.03,,,1.0,1.0,,3.0,26.0,3.0,49.0,28.0,0.07,-1.24,0.09,2.73,,7.18,2696.0,5.0,- - -,14.0
- -,27,Int,,,,,,33000000.0,33000000.0,141.0,1.85,64.0,84.0,76.0,1.13,26.0,0.29,10.0,0.52,0.12,4.0,39.0,,,,,5.28,183.0,2.66,92.0,10.82,375.0,12.73,7.27,44.62,1546.0,51.06,1769.0,87.0,1.33,46.0,0.12,4.0,0.38,13.0,31.0,1.0,0.0,0.03,1.0,1.33,46.0,0.26,2.02,70.0,12.47,48.0,1.93,67.0,2.14,2.0,1.0,,,,0.13,1.15,40.0,8.4mi,289.7mi,0.12,4.0,0.38,13.0,30.0,8.0,1.01,35.0,5.0,0.14,0.52,18.0,0.12,4.07,39.0,0.0,4.0,5.12,,1.24,1.62,,43.0,39.0,,0.0,0.92,3.0,100.0,1.0,,,,1.0,0.15,5.12,606.0,,79.95,3118.0,,,,6.7,0.0,3.0,2.0,0.09,,,3.0,10.0,,23.0,6.0,26.0,33.0,27.0,0.15,-2.12,0.17,6.01,,7.05,1039.33,4.0,- - -,14.0
- -,23,Int,Francis Cagigao (4/21/2025),,,,,49000000.0,69000000.0,112.0,1.28,24.0,30.0,80.0,0.8,40.0,0.32,6.0,0.11,0.59,11.0,15.0,,,,,4.7,88.0,1.07,20.0,3.63,68.0,15.64,3.9,57.22,1072.0,61.12,1145.0,94.0,0.32,6.0,0.0,0.0,0.48,9.0,0.0,1.0,0.0,0.32,6.0,0.32,6.0,0.48,1.98,37.0,7.74,78.0,4.64,87.0,1.33,0.0,0.0,,,,0.1,0.53,10.0,7.7mi,143.7mi,0.0,0.0,0.48,9.0,,13.0,1.07,20.0,3.0,0.16,0.64,12.0,0.11,5.98,27.0,12.0,3.0,1.57,,1.76,0.85,,33.0,15.0,,0.0,1.81,2.0,,0.0,,,,0.0,0.08,1.57,1390.0,,62.44,1686.0,,,,7.09,0.0,8.0,0.0,0.11,,,2.0,14.0,,6.0,7.0,52.0,11.0,9.0,0.08,0.43,0.03,0.62,,7.05,843.0,2.0,- - -,14.0
- -,24,Int,,,,,,42000000.0,62000000.0,,0.0,0.0,1.0,0.0,,,,,,,,0.0,24.0,63.0,48.0,78.0,0.12,5.0,0.0,0.0,0.0,0.0,4.1,6.17,24.98,1077.0,29.59,1276.0,84.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.02,,,,,,,87.0,0.26,11.33,0.0,,0.0,3.6mi,155.6mi,,,,,,,2.27,,0.0,,,,,,43.0,0.0,3.0,0.0,3.0,1.3,0.93,40.0,56.0,43.0,16.0,0.0,1.56,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,25.0,90.26,3881.0,,,13.0,6.94,0.0,8.0,0.0,,0.93,40.0,0.0,19.0,,14.0,10.0,44.0,3.0,10.0,0.0,0.0,0.0,0.0,0.37,6.97,,0.0,- - -,10.0
- -,22,Int,3 Focuses,,,,,73000000.0,87000000.0,189.0,2.99,120.0,140.0,86.0,0.22,11.0,0.02,1.0,0.1,0.82,33.0,9.0,,,,,7.57,304.0,2.59,104.0,8.79,353.0,13.59,11.38,45.63,1833.0,51.66,2075.0,88.0,0.97,39.0,0.35,14.0,1.69,68.0,20.0,2.0,1.0,0.15,6.0,0.97,39.0,0.57,2.46,99.0,14.59,63.0,2.99,120.0,1.72,0.0,0.0,,,,0.07,1.92,77.0,7.9mi,319.2mi,0.35,14.0,1.74,70.0,20.0,,0.62,25.0,6.0,0.15,0.47,19.0,0.05,4.71,44.0,0.0,6.0,0.65,,1.47,1.49,,59.0,44.0,,0.0,1.34,1.0,,0.0,,,,0.0,0.02,0.65,,,82.16,3615.0,,,,6.93,1.0,8.0,1.0,,,,0.0,16.0,,17.0,11.0,36.0,73.0,38.0,0.02,-0.65,0.06,2.22,,6.97,,2.0,- - -,15.0
- -,22,,,,,,,54000000.0,54000000.0,106.0,0.83,10.0,13.0,77.0,4.74,40.0,1.91,23.0,1.25,0.0,0.0,57.0,,,,,0.83,10.0,1.33,16.0,6.82,82.0,1.91,12.39,20.3,244.0,22.54,271.0,90.0,0.58,7.0,0.08,1.0,0.58,7.0,14.0,6.0,0.0,0.0,0.0,0.58,7.0,0.25,0.25,3.0,6.32,57.0,4.99,60.0,3.83,1.0,1.0,,,,0.1,0.83,10.0,7.4mi,88.7mi,0.08,1.0,0.58,7.0,14.0,11.0,0.17,2.0,2.0,0.17,,0.0,0.08,8.82,27.0,21.0,0.0,5.73,,2.25,1.25,,27.0,6.0,,0.0,2.0,1.0,100.0,3.0,,,,3.0,0.48,5.73,5.0,,40.07,1082.0,,,,6.99,0.0,8.0,2.0,0.5,,,6.0,16.0,,5.0,6.0,59.0,9.0,20.0,0.48,0.27,0.08,0.95,,6.92,180.33,1.0,- - -,15.0
- -,28,Wnt,,,,,,21000000.0,29000000.0,215.0,0.79,25.0,40.0,63.0,2.28,51.0,1.17,37.0,0.41,0.0,0.0,72.0,,,,,0.95,30.0,1.58,50.0,7.25,229.0,2.72,10.2,18.24,576.0,20.87,659.0,87.0,1.01,32.0,0.1,3.0,0.51,16.0,19.0,25.0,0.0,0.03,1.0,1.01,32.0,0.03,0.89,28.0,6.3,48.0,3.26,103.0,3.55,2.0,0.0,,,,0.13,0.98,31.0,7.6mi,240.7mi,0.1,3.0,0.51,16.0,18.0,25.0,0.51,16.0,8.0,0.25,0.06,2.0,0.22,6.81,36.0,3.0,3.0,9.65,,1.55,1.27,,49.0,33.0,,1.0,1.64,5.0,,0.0,,,,0.0,0.31,9.65,25.0,,78.94,2842.0,,,,7.02,0.0,6.0,0.0,0.57,,,18.0,18.0,,13.0,5.0,50.0,40.0,68.0,0.31,8.35,0.13,3.99,,7.11,157.89,7.0,- - -,15.0
- -,25,,,,,,,120000000.0,120000000.0,185.0,1.69,66.0,83.0,80.0,0.59,26.0,0.15,6.0,0.21,0.74,29.0,23.0,,,,,4.13,161.0,1.49,58.0,3.49,136.0,15.0,2.46,55.69,2172.0,59.67,2327.0,93.0,0.38,15.0,0.0,0.0,0.15,6.0,0.0,1.0,0.0,0.38,15.0,0.41,16.0,0.54,1.46,57.0,6.1,59.0,2.82,110.0,1.92,0.0,0.0,,,,0.1,0.23,9.0,7.2mi,279.9mi,0.0,0.0,0.15,6.0,,,1.0,39.0,5.0,0.13,0.44,17.0,0.05,4.74,39.0,0.0,8.0,2.29,,1.41,0.92,,55.0,39.0,,0.0,1.79,2.0,,0.0,,,,0.0,0.06,2.29,,,90.0,3510.0,,,,7.1,0.0,2.0,1.0,,,,0.0,19.0,,7.0,13.0,49.0,35.0,10.0,0.06,-2.29,0.07,2.57,,6.9,,2.0,- - -,14.0
- -,23,,,,,,,80000000.0,80000000.0,118.0,2.5,58.0,73.0,79.0,2.71,38.0,1.03,24.0,0.9,0.0,0.0,63.0,,,,,2.62,61.0,3.4,79.0,13.04,303.0,5.33,14.97,30.67,713.0,35.41,823.0,87.0,1.42,33.0,0.69,16.0,3.31,77.0,21.0,8.0,0.0,0.0,0.0,1.42,33.0,0.13,1.55,36.0,14.2,36.0,1.85,43.0,3.23,1.0,0.0,,,,0.12,3.57,83.0,7.4mi,172.0mi,0.69,16.0,3.36,78.0,20.0,14.0,0.9,21.0,6.0,0.26,0.52,12.0,0.26,5.08,33.0,4.0,1.0,7.67,,2.02,0.73,,47.0,29.0,,0.0,2.15,4.0,,0.0,,,,0.0,0.33,7.67,285.0,,63.39,2092.0,,,,,,,,0.39,,,9.0,22.0,,6.0,5.0,67.0,25.0,35.0,0.33,1.33,0.13,2.95,,7.21,232.44,6.0,- - -,14.0
- -,22,,,,,,,84000000.0,119000000.0,145.0,2.95,108.0,135.0,80.0,0.98,58.0,0.57,21.0,0.38,0.05,2.0,36.0,,,,,3.03,111.0,3.49,128.0,13.48,494.0,6.44,15.34,31.33,1148.0,37.6,1378.0,83.0,0.87,32.0,0.38,14.0,3.03,111.0,12.0,11.0,0.0,0.03,1.0,0.9,33.0,0.0,1.45,53.0,14.44,26.0,1.01,37.0,2.95,0.0,0.0,,,,0.12,2.92,107.0,8.1mi,295.0mi,0.41,15.0,3.49,128.0,12.0,17.0,0.65,24.0,11.0,0.3,0.35,13.0,0.11,3.96,40.0,0.0,1.0,4.42,,1.17,1.47,,43.0,40.0,,0.0,1.12,2.0,,0.0,,,,0.0,0.12,4.42,171.0,,82.45,3298.0,,,,,,,,0.16,,,6.0,12.0,,19.0,9.0,30.0,47.0,56.0,0.12,1.58,0.18,6.61,,6.88,549.67,4.0,- - -,14.0
- -,25,Int,,,,,,57000000.0,69000000.0,124.0,2.28,76.0,103.0,74.0,1.98,45.0,0.9,30.0,0.6,0.03,1.0,66.0,,,,,2.67,89.0,4.11,137.0,13.92,464.0,4.86,15.83,30.95,1032.0,36.59,1220.0,85.0,1.53,51.0,0.45,15.0,3.06,102.0,14.0,11.0,0.0,0.09,3.0,2.43,81.0,0.0,1.71,57.0,13.95,33.0,1.23,41.0,2.49,2.0,2.0,,,,0.14,3.63,121.0,7.8mi,261.3mi,0.57,19.0,4.14,138.0,14.0,12.0,0.69,23.0,8.0,0.24,0.21,7.0,0.18,3.72,42.0,2.0,0.0,9.34,,1.71,1.08,,57.0,40.0,,0.0,1.71,12.0,,0.0,,,,0.0,0.28,9.34,626.0,,71.45,3001.0,,,,7.06,1.0,8.0,1.0,0.24,,,8.0,20.0,,10.0,12.0,48.0,22.0,47.0,0.28,-1.34,0.12,3.9,,7.35,375.12,6.0,- - -,16.0
- -,26,Wnt,,,,,,32000000.0,32000000.0,187.0,2.85,116.0,148.0,78.0,0.93,8.0,0.07,3.0,0.37,0.44,18.0,38.0,,,,,5.82,237.0,2.41,98.0,8.99,366.0,12.73,13.46,40.98,1668.0,46.39,1888.0,88.0,0.76,31.0,0.1,4.0,1.52,62.0,6.0,0.0,0.0,0.15,6.0,0.76,31.0,0.34,2.51,102.0,15.26,66.0,3.02,123.0,1.57,0.0,0.0,,,,0.11,2.04,83.0,8.1mi,330.6mi,0.1,4.0,1.52,62.0,6.0,,1.38,56.0,8.0,0.2,0.64,26.0,0.02,4.59,43.0,0.0,5.0,4.27,,1.33,1.06,,54.0,43.0,,0.0,1.51,0.0,,0.0,,,,0.0,0.1,4.27,,,85.19,3663.0,,,,,,,,,,,0.0,18.0,,14.0,11.0,42.0,62.0,55.0,0.1,-4.27,0.1,4.13,,6.91,,1.0,- - -,15.0
- -,24,Wnt,,,,,,28000000.0,44000000.0,142.0,2.01,68.0,100.0,68.0,0.59,35.0,0.21,7.0,0.09,0.27,9.0,20.0,,,,,5.71,193.0,3.08,104.0,9.44,319.0,16.6,4.82,53.2,1798.0,58.93,1992.0,90.0,0.95,32.0,0.09,3.0,0.33,11.0,25.0,0.0,0.0,0.09,3.0,0.95,32.0,0.24,1.86,63.0,13.17,39.0,1.66,56.0,2.54,2.0,1.0,,,,0.09,0.53,18.0,8.2mi,278.1mi,0.09,3.0,0.36,12.0,27.0,5.0,0.98,33.0,12.0,0.36,0.5,17.0,0.15,4.2,35.0,0.0,4.0,1.89,,1.07,1.09,,36.0,35.0,,0.0,1.4,0.0,,0.0,,,,0.0,0.06,1.89,2138.0,,86.91,3042.0,,,,,,,,0.03,,,1.0,12.0,,10.0,13.0,34.0,58.0,26.0,0.06,-0.89,0.16,5.38,,7.0,3042.0,5.0,- - -,12.0
- -,23,,,,,,,96000000.0,135000000.0,133.0,2.46,82.0,100.0,82.0,0.99,27.0,0.27,9.0,0.51,0.12,4.0,33.0,,,,,5.16,172.0,2.91,97.0,10.65,355.0,14.58,5.25,46.04,1534.0,51.02,1700.0,90.0,1.11,37.0,0.06,2.0,0.48,16.0,13.0,1.0,0.0,0.09,3.0,1.11,37.0,0.57,1.68,56.0,13.2,62.0,2.49,83.0,1.5,4.0,1.0,,,,0.11,1.17,39.0,8.3mi,275.1mi,0.06,2.0,0.48,16.0,12.0,9.0,0.75,25.0,13.0,0.39,0.54,18.0,0.09,3.99,39.0,0.0,3.0,3.66,,1.29,1.38,,43.0,39.0,,1.0,1.44,1.0,,0.0,,,,0.0,0.11,3.66,302.0,,76.9,2999.0,,,,6.99,1.0,9.0,1.0,0.09,,,3.0,16.0,,15.0,8.0,41.0,62.0,27.0,0.11,-0.66,0.15,4.93,,6.91,999.67,3.0,- - -,13.0
